date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:40:34	81476/81476	---MCZ	200	added ('OK')	text/html	date:Thu,%2008%20Aug%202019%2005:40:33%20GMT	https://www.chibiakumas.com/z80/Gameboy.php	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/Gameboy.html	(from )
01:40:35	246/246	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2008%20Aug%202019%2005:40:34%20GMT	https://www.chibiakumas.com/robots.txt		(from )
01:40:35	1764/1764	---MCZ	200	added ('OK')	text/css	date:Sat,%2009%20Feb%202019%2010:23:08%20GMT	https://www.chibiakumas.com/z80/darkmode.css	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/darkmode.css	(from https://www.chibiakumas.com/z80/Gameboy.php)
01:40:37	12576/12576	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Oct%202018%2014:47:34%20GMT	https://www.chibiakumas.com/z80/theme/DevTools.png	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/theme/DevTools.png	(from https://www.chibiakumas.com/z80/Gameboy.php)
01:40:37	1226/1226	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Oct%202018%2014:47:20%20GMT	https://www.chibiakumas.com/z80/theme/File.png	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/theme/File.png	(from https://www.chibiakumas.com/z80/Gameboy.php)
01:40:39	2494/2494	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Oct%202018%2014:47:30%20GMT	https://www.chibiakumas.com/z80/theme/Videox.png	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/theme/Videox.png	(from https://www.chibiakumas.com/z80/Gameboy.php)
01:40:39	8462/8462	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jun%202018%2011:21:34%20GMT	https://www.chibiakumas.com/z80/gameboy/GameBoy.jpg	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/gameboy/GameBoy.jpg	(from https://www.chibiakumas.com/z80/Gameboy.php)
01:40:41	28756/28756	---M--	200	added ('OK')	image/jpeg	date:Tue,%2012%20Jun%202018%2011:21:35%20GMT	https://www.chibiakumas.com/z80/gameboy/GameBoyColor.jpg	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/gameboy/GameBoyColor.jpg	(from https://www.chibiakumas.com/z80/Gameboy.php)
01:40:41	1569/1569	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Oct%202018%2014:47:13%20GMT	https://www.chibiakumas.com/z80/theme/Cheatsheet.png	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/theme/Cheatsheet.png	(from https://www.chibiakumas.com/z80/Gameboy.php)
01:40:42	1962/1962	---M--	200	added ('OK')	image/png	date:Mon,%2008%20Oct%202018%2014:47:31%20GMT	https://www.chibiakumas.com/z80/theme/Yume128.png	/home/macrossneurology/Documents/coding/GB/tutorials/(almost)%20Z80%20Assembly%20programming%20for%20the%20Gameboy%20and%20Gameboy%20Color/www.chibiakumas.com/z80/theme/Yume128.png	(from https://www.chibiakumas.com/z80/Gameboy.php)
